Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
R009078,"Education: Bachelor's in Political Science Experience: 4 years Skills: Microservices, Government Knowledge, Statistics, Data Analysis, Writing, Adobe Creative Suite, Research, Communication",Bachelor's in Political Science,4,Microservices|Government Knowledge|Statistics|Data Analysis|Writing|Adobe Creative Suite|Research|Communication|Firewalls|Policy Analysis,Government Analyst,Government & Public Service
R009079,"Education: Broadcasting Experience: 2 years Skills: Query Optimization, Adobe Creative Suite, Power BI, Voice Skills, Communication, Pronunciation, Firewalls, Professionalism",Broadcasting,2,Query Optimization|Adobe Creative Suite|Power BI|Voice Skills|Communication|Pronunciation|Firewalls|Professionalism|Jenkins|Public Speaking|Quick Thinking,Announcer,Media & Entertainment
R009080,"Education: Bachelor's in Business Experience: 6 years Skills: Auditing, Risk Management, GCP, Compliance, Communication, Documentation, Regulations, Strategic Planning",Bachelor's in Business,6,Auditing|Risk Management|GCP|Compliance|Communication|Documentation|Regulations|Strategic Planning,Compliance Officer,Technology
R009081,"Education: License Experience: 2 years Skills: Adobe Creative Suite, Technical Skills, Customer Service, Creativity, Communication, Business Development, Hair Styling, Precision",License,2,Adobe Creative Suite|Technical Skills|Customer Service|Creativity|Communication|Business Development|Hair Styling|Precision,Hairstylist,Beauty & Wellness
R009082,"Education: Bachelor's in Business Experience: 5 years Skills: Firewalls, Department Management, SEO, Strategic Planning, Sales, Budget Control, Leadership, P&L Management",Bachelor's in Business,5,Firewalls|Department Management|SEO|Strategic Planning|Sales|Budget Control|Leadership|P&L Management|Communication|CI/CD|Decision Making,Director,Private Sector Management
R009083,"Education: Bachelor's in Chemical Engineering Experience: 4 years Skills: Laboratory Skills, Safety, Chemical Processes, Process Design, Data Analysis, Budget Management, Thermochemistry, Angular",Bachelor's in Chemical Engineering,4,Laboratory Skills|Safety|Chemical Processes|Process Design|Data Analysis|Budget Management|Thermochemistry|Angular,Chemical Engineer,Engineering & Manufacturing
R009084,"Education: Bachelor's in Business Experience: 3 years Skills: Sales, Microservices, Negotiation, Jira, Mobile Security, Communication, Sports Knowledge, Business Acumen",Bachelor's in Business,3,Sales|Microservices|Negotiation|Jira|Mobile Security|Communication|Sports Knowledge|Business Acumen|Networking,Sports Agent,Sports & Athletics
R009085,"Education: Bachelor's in Computer Science Experience: 2 years Skills: C++, Theme Development, MySQL, Prototyping, Market Research, GCP, CMS, PHP",Bachelor's in Computer Science,2,C++|Theme Development|MySQL|Prototyping|Market Research|GCP|CMS|PHP|JavaScript|Joomla|Critical Thinking,Joomla Developer,Technology
R009086,"Education: Bachelor's in IT Experience: 3 years Skills: Query Optimization, Data Integration, Jenkins, SQL, Data Quality, Scrum, ETL, Talend",Bachelor's in IT,3,Query Optimization|Data Integration|Jenkins|SQL|Data Quality|Scrum|ETL|Talend|Java,Talend Developer,Data & Analytics
R009087,"Education: Bachelor's in Game Development Experience: 2 years Skills: Critical Thinking, Game Physics, C#, Graphics Programming, Unreal Engine, Unity, Database Design, C++",Bachelor's in Game Development,2,Critical Thinking|Game Physics|C#|Graphics Programming|Unreal Engine|Unity|Database Design|C++|JavaScript,Game Developer,Technology
R009088,"Education: Bachelor's in Cybersecurity Experience: 4 years Skills: Security Protocols, Rust, Vulnerability Research, Networking, Security, Problem Solving, Time Management, Penetration Testing",Bachelor's in Cybersecurity,4,Security Protocols|Rust|Vulnerability Research|Networking|Security|Problem Solving|Time Management|Penetration Testing|Hacking Tools,Ethical Hacker,Technology
R009089,"Education: Quality Certification Experience: 2 years Skills: Problem Solving, Leadership, Flutter, Statistics, Statistical Analysis, Process Improvement, Compliance, Budget Management",Quality Certification,2,Problem Solving|Leadership|Flutter|Statistics|Statistical Analysis|Process Improvement|Compliance|Budget Management|Quality Management,Quality Assurance Manager,Operations & Supply Chain
R009090,"Education: Master's in Business Experience: 6 years Skills: iOS, Strategic Planning, CSS, Fundraising, Non-profit Leadership, Data Analysis, Budget Management, Vision",Master's in Business,6,iOS|Strategic Planning|CSS|Fundraising|Non-profit Leadership|Data Analysis|Budget Management|Vision|Communication,Non-profit Director,Non-profit & Charity
R009091,"Education: Personal Training Certification Experience: 2 years Skills: Security Architecture, Fitness Knowledge, Anatomy, Problem Solving, Communication, Jenkins, Training Program Design, Motivation",Personal Training Certification,2,Security Architecture|Fitness Knowledge|Anatomy|Problem Solving|Communication|Jenkins|Training Program Design|Motivation,Personal Trainer,Sports & Recreation
R009092,"Education: High School Experience: 0 years Skills: Prototyping, Law Enforcement, Strategic Planning, Judgment, Physical Fitness, Safety, Jenkins, Problem Solving",High School,0,Prototyping|Law Enforcement|Strategic Planning|Judgment|Physical Fitness|Safety|Jenkins|Problem Solving|Data Analysis|Communication,Police Officer,Law Enforcement
R009093,"Education: Leadership Experience: 2 years Skills: Problem Solving, Confluence, Staff Management, Python, Store Management, Customer Relations, Redis, Inventory",Leadership,2,Problem Solving|Confluence|Staff Management|Python|Store Management|Customer Relations|Redis|Inventory|Strategic Planning|Sales|Teamwork,Store Manager,Retail & Hospitality
R009094,"Education: High School Experience: 3 years Skills: Social Media, Kubernetes, Creativity, Video Production, Technical Skills, Flutter, Communication, Content Creation",High School,3,Social Media|Kubernetes|Creativity|Video Production|Technical Skills|Flutter|Communication|Content Creation,Content Creator,Media Production
R009095,"Education: Data Science Certificate Experience: 4 years Skills: Creativity, App Testing, Data Analysis, CloudFormation, Graphic Design, Jupyter Notebooks, Visualization, Collaboration",Data Science Certificate,4,Creativity|App Testing|Data Analysis|CloudFormation|Graphic Design|Jupyter Notebooks|Visualization|Collaboration|Power BI|Documentation|Python,Jupyter Developer,Data & Analytics
R009096,"Education: Associate in Radiography Experience: 4 years Skills: Imaging Technology, Technical Skills, Teamwork, Patient Care, Communication, Radiation Safety, Attention to Detail, Web Accessibility",Associate in Radiography,4,Imaging Technology|Technical Skills|Teamwork|Patient Care|Communication|Radiation Safety|Attention to Detail|Web Accessibility,Radiographer,Healthcare
R009097,"Education: Bachelor's in Business Experience: 5 years Skills: Ansible, Market Analysis, Business Development Strategy, Communication, Compliance, Vue.js, Networking, Negotiation",Bachelor's in Business,5,Ansible|Market Analysis|Business Development Strategy|Communication|Compliance|Vue.js|Networking|Negotiation|Sales,Business Development Manager,Marketing & Sales
R009098,"Education: Bachelor's in Electronics Experience: 2 years Skills: Sensors, IoT Technology, HTML, System Design, Embedded Systems, Networking, C/C++, Ansible",Bachelor's in Electronics,2,Sensors|IoT Technology|HTML|System Design|Embedded Systems|Networking|C/C++|Ansible|Kotlin|Tableau,IoT Engineer,Technology
R009099,"Education: Bachelor's in Civil Engineering Experience: 3 years Skills: Structural Analysis, Confluence, Building Codes, Calculations, Materials, Business Acumen, CSS, Design",Bachelor's in Civil Engineering,3,Structural Analysis|Confluence|Building Codes|Calculations|Materials|Business Acumen|CSS|Design|CAD,Structural Engineer,Engineering & Manufacturing
R009100,"Education: Culinary School Experience: 5 years Skills: Baking, Time Management, Creativity, Precision, Cassandra, Decoration, R, Tableau",Culinary School,5,Baking|Time Management|Creativity|Precision|Cassandra|Decoration|R|Tableau|Food Safety,Pastry Chef,Hospitality & Food Service
R009101,"Education: Bachelor's in Manufacturing Engineering Experience: 2 years Skills: Problem Solving, Process Design, Azure, Equipment Knowledge, CAD, Prototyping, Quality Control, Decision Making",Bachelor's in Manufacturing Engineering,2,Problem Solving|Process Design|Azure|Equipment Knowledge|CAD|Prototyping|Quality Control|Decision Making|Production Planning,Manufacturing Engineer,Engineering & Manufacturing
R009102,"Education: Bachelor's in Accounting Experience: 4 years Skills: Compliance, C++, Risk Assessment, Firewalls, Communication, Leadership, Angular, Internal Controls",Bachelor's in Accounting,4,Compliance|C++|Risk Assessment|Firewalls|Communication|Leadership|Angular|Internal Controls|Audit Procedures,Audit Manager,Finance & Accounting
R009103,"Education: High School Experience: 2 years Skills: Security Protocols, Sales, Financial Analysis, Arrangement, Customer Service, Network Security, Visual Design, Swift",High School,2,Security Protocols|Sales|Financial Analysis|Arrangement|Customer Service|Network Security|Visual Design|Swift|Creativity|Graphic Design|Lighting,Visual Merchandiser,Retail & Hospitality
R009104,"Education: Bachelor's in Cybersecurity Experience: 1 years Skills: Communication, Log Analysis, SIEM, Web Design, Incident Response, Security Protocols, Technical Writing, PyTorch",Bachelor's in Cybersecurity,1,Communication|Log Analysis|SIEM|Web Design|Incident Response|Security Protocols|Technical Writing|PyTorch|Threat Detection,SOC Analyst,Technology
R009105,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Aggregation, Indexing, Critical Thinking, MongoDB, NoSQL, Wireframing, JavaScript, iOS",Bachelor's in Computer Science,5,Aggregation|Indexing|Critical Thinking|MongoDB|NoSQL|Wireframing|JavaScript|iOS|JSON,MongoDB Developer,Technology
R009106,"Education: MBA Experience: 13 years Skills: TypeScript, Brand Management, Negotiation, Market Intelligence, Creativity, Vision, Strategic Leadership, Executive Communication",MBA,13,TypeScript|Brand Management|Negotiation|Market Intelligence|Creativity|Vision|Strategic Leadership|Executive Communication|User Interface|Digital Transformation|Security Architecture,CMO,Marketing & Sales
R009107,"Education: Bachelor's in Meteorology Experience: 4 years Skills: Research, Problem Solving, JavaScript, Data Analysis, Meteorology, Communication, Weather Analysis, Mentoring",Bachelor's in Meteorology,4,Research|Problem Solving|JavaScript|Data Analysis|Meteorology|Communication|Weather Analysis|Mentoring,Meteorologist,Science & Research
R009108,"Education: Master's preferred Experience: 2 years Skills: Scala, Ruby, Field Work, Deep Learning, C#, Data Analysis, Research, Plant Science",Master's preferred,2,Scala|Ruby|Field Work|Deep Learning|C#|Data Analysis|Research|Plant Science|Problem Solving|Communication,Botanist,Science & Research
R009109,"Education: High School Experience: 1 years Skills: Accuracy, Cash Handling, Point of Sale, Communication, Friendliness, Budget Management, Customer Service, User Experience",High School,1,Accuracy|Cash Handling|Point of Sale|Communication|Friendliness|Budget Management|Customer Service|User Experience|Graphic Design,Cashier,Retail & Hospitality
R009110,"Education: Bachelor's in Computer Science Experience: 8 years Skills: Communication, Go, Query Optimization, Leadership, Problem Solving, Mentoring, Architecture, Code Review",Bachelor's in Computer Science,8,Communication|Go|Query Optimization|Leadership|Problem Solving|Mentoring|Architecture|Code Review|Scala,Technical Lead,Technology
R009111,"Education: Judicial Appointment Experience: 12 years Skills: Communication, Decision Making, Legal Expertise, Fairness, PostgreSQL, Leadership, Firewalls, Microservices",Judicial Appointment,12,Communication|Decision Making|Legal Expertise|Fairness|PostgreSQL|Leadership|Firewalls|Microservices|Ethics,Judge,Legal Services
R009112,"Education: IT Certification Experience: 2 years Skills: Problem Solving, Technical Knowledge, Communication, Java, Customer Service, Troubleshooting, Scikit-learn, Confluence",IT Certification,2,Problem Solving|Technical Knowledge|Communication|Java|Customer Service|Troubleshooting|Scikit-learn|Confluence|Patience,Technical Support Specialist,Sales & Customer Service
R009113,"Education: Design Knowledge Experience: 0 years Skills: Mentoring, Arrangement, Customer Service, Sales, Flutter, Rust, Kanban, SQL",Design Knowledge,0,Mentoring|Arrangement|Customer Service|Sales|Flutter|Rust|Kanban|SQL|Creativity|Lighting|Visual Design,Visual Merchandiser,Retail & Hospitality
